# Title: Urban Trial Freestyle
# ID: PCSB00038
# Region: EU
# Version: 1.00
# Type: NoNpDrm
# Note: [noaslr.skprx] Plugin
# only for VitaCheat z06 and FW 3.65+
# Code Author: tomberyx

# PCSB00038 

_V0 Hold UP to Fly
$0000 00000000 40000000

_V0 Bike-Size [Big 1]     B
$B200 00000001 00000000
$0000 00000000 00000000
$3201 00070B10 0000006C
$0000 00000000 40000000

_V0 Bike-Size [Big 2]
$B200 00000001 00000000
$0000 00000000 00000000
$3201 000B9A8C 0000006C
$0000 00000000 40000000

_V0 Bike-Size [Reset A-B]
$B200 00000001 00000000
$0000 00000000 00000000
$3201 00070B10 0000006C
$0000 00000000 3F800000
$3201 00070B10 000001FC
$0000 00000000 3F800000

_V0 Tire-Mod 1
$B200 00000001 00000000
$3201 00247278 00000BE4
$0000 00000000 C36F0000

_V0 Tire-Mod 2
$B200 00000001 00000000
$0000 00000000 00000000
$3201 00247278 00000BE8
$0000 00000000 C3600000

_V0 Tire-Mod Onewheel
$B200 00000001 00000000
$0000 00000000 00000000
$3201 00247278 00000BE4
$0000 00000000 42900000

_V0 Tire-Mod Brocken
$B200 00000001 00000000
$0000 00000000 00000000
$3201 00247278 00000BF0
$0000 00000000 41B00000

_V0 Driver No-Driver
$B200 00000001 00000000
$0000 00000000 00000000
$3201 000B9DD0 00000064
$0000 00000000 447A0000

_V0 Driver ASS-Driver
$B200 00000001 00000000
$0000 00000000 00000000
$3201 000B9DD0 0000006C
$0000 00000000 40600000

_V0 Driver Yokozuna
$B200 00000001 00000000
$0000 00000000 00000000
$3201 000B9DD0 0000007C
$0000 00000000 BFAA0000

_V0 Driver MegaPhone
$B200 00000001 00000000
$0000 00000000 00000000
$3202 000B9DD4 00000008
$0000 00000000 0000016C
$0000 00000000 41400000

_V0 Driver Big Head
$B200 00000001 00000000
$3201 000B9DD0 0000034C
$0000 00000000 40400000
$3201 000B9DD0 0000044C
$0000 00000000 41400000

_V0 [after-Crash] Brake Dance [use D-PAD]
$B200 00000001 00000000
$C201 00000001 00000010
$3202 0024704C 000002CC
$0000 00000000 000002A4
$0000 00000000 40200000
$C201 00000001 00000080
$3202 0024704C 000002CC
$0000 00000000 00000740
$0000 00000000 C2200000
$C201 00000001 00000020
$3202 0024704C 000002CC
$0000 00000000 00000740
$0000 00000000 42700000
$0000 00000000 00000000
$C201 00000001 00000040
$3202 0024704C 000002CC
$0000 00000000 00000C04
$0000 00000000 42340000

_V0 Big Exhaust
$B200 00000001 00000000
$0000 00000000 00000000
$3201 000B9A8C 0000008C
$0000 00000000 40A00000

_V0 Mega Suspension   [Note]
$B200 00000001 00000000
$0000 00000000 00000000
$3201 00247278 00000024
$0000 00000000 3B000000

_V0 Broken Suspension [Note]
$B200 00000001 00000000
$0000 00000000 00000000
$3201 00247278 00000024
$0000 00000000 41500000

_V0 No Crash [Bug] [hold X]
$B200 00000001 00000000
$C201 00000001 00004000
$3201 00070B10 00000050
$0000 00000000 BCBE66A1

_V0 Suprise [Fun]
$B200 00000001 00000000
$0000 00000000 00000000
$3201 00247278 0000150C
$0000 00000000 40A00000
$3201 00247278 000017DC
$0000 00000000 40800000
$3201 00247278 0000127C
$0000 00000000 40800000
$3201 00247278 00000FDC
$0000 00000000 40800000

_V0 Camera Zoom-Out
$B200 00000001 00000000
$3201 000B9F8C 00000060
$0000 00000000 C4950000

_V0 Camera Excitebike
$B200 00000001 00000000
$3201 000B9F8C 00000060
$0000 00000000 00000000
$3201 000B9F8C 00000184
$0000 00000000 B0100000

_V0 Counter-Crash 0
$B200 00000001 00000000
$3002 00070B1C 000007B8
$0000 00000000 00000020
$0000 00000000 00000000

_V0 max.Points
$B200 00000001 00000000
$0200 00154DFC 45F30800

_V0 Multiplicator 77x
$B200 00000001 00000000
$0200 00154E00 429A0000
$0200 00154E04 44558000

_V0 Unlock all Tasks [Challenges]
$B200 00000001 00000000
$4201 00154EC8 00F00000
$0029 00000004 00000000

_V0 Deactivate Fog [ON-LSelect OFF-RSelect]
$B200 00000001 00000000
$C201 00000001 00000101
$0200 00064EB8 70600000
$C201 00000001 00000201
$0200 00064EB8 70500000

_V0 inf.max Money
$B200 00000001 00000000
$0200 00154DD4 4797E880

_V0 -------------------
$0000 00000000 00000000

_V0 [Note] some codes are not perfect and work after restart.
$0000 00000000 00000000

_V0 -------------------
$0000 00000000 00000000
